Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances,USW2-DataTransfer-AZ-Out-Bytes,,11/14/16 00:00:00,11/15/16 00:00:00,593672
AmazonEC2,InterZone-In,USW2-DataTransfer-Regional-Bytes,,11/14/16 00:00:00,11/15/16 00:00:00,160148
AmazonEC2,InterZone-Out,USW2-DataTransfer-Regional-Bytes,,11/14/16 00:00:00,11/15/16 00:00:00,572767
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/14/16 00:00:00,11/15/16 00:00:00,32618205
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/14/16 00:00:00,11/15/16 00:00:00,32618205
AmazonEC2,AssociateAddressVPC,USW2-ElasticIP:IdleAddress,,11/14/16 00:00:00,11/15/16 00:00:00,1
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/14/16 00:00:00,11/15/16 00:00:00,2.58333333333333
AmazonEC2,ListMetrics,USW2-CW:Requests,,11/14/16 00:00:00,11/15/16 00:00:00,2
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/14/16 00:00:00,11/15/16 00:00:00,3
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/14/16 00:00:00,11/15/16 00:00:00,3
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/14/16 00:00:00,11/15/16 00:00:00,4842323968
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/14/16 00:00:00,11/15/16 00:00:00,9423844728
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/14/16 00:00:00,11/15/16 00:00:00,8731053096
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,12514724
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/15/16 00:00:00,11/16/16 00:00:00,773094113280
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/15/16 00:00:00,11/16/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,3236032
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,737298
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/15/16 00:00:00,11/16/16 00:00:00,24
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/15/16 00:00:00,11/16/16 00:00:00,15522
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/15/16 00:00:00,11/16/16 00:00:00,24
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/15/16 00:00:00,11/16/16 00:00:00,48
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/15/16 00:00:00,11/16/16 00:00:00,231928233984
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,456418
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,12512657
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/15/16 00:00:00,11/16/16 00:00:00,24
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/15/16 00:00:00,11/16/16 00:00:00,24
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/15/16 00:00:00,11/16/16 00:00:00,206158430208
AmazonEC2,PublicIP-In,USW2-SAE1-AWS-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,89
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,647476
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/15/16 00:00:00,11/16/16 00:00:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,3235324
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,48933
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,84096
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,2960
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,25183
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,62681
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,62681
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,80
AmazonEC2,PublicIP-In,USW2-APS1-AWS-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,40
AmazonEC2,RunInstances,USW2-DataTransfer-AZ-In-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,8904
AmazonEC2,InterZone-In,USW2-DataTransfer-Regional-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,8904
AmazonEC2,InterZone-Out,USW2-DataTransfer-Regional-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,34723
AmazonEC2,RunInstances,USW2-DataTransfer-AZ-Out-Bytes,,11/15/16 00:00:00,11/16/16 00:00:00,34723
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/15/16 00:00:00,11/16/16 00:00:00,9423844728
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/15/16 00:00:00,11/16/16 00:00:00,8731053096
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/15/16 00:00:00,11/16/16 00:00:00,29053943808
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,96898
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/16/16 00:00:00,11/17/16 00:00:00,15236
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/16/16 00:00:00,11/17/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,96898
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/16/16 00:00:00,11/17/16 00:00:00,231928233984
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,3141302
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,76977
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,1081369
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/16/16 00:00:00,11/17/16 00:00:00,48
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/16/16 00:00:00,11/17/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/16/16 00:00:00,11/17/16 00:00:00,24
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/16/16 00:00:00,11/17/16 00:00:00,773094113280
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,20922
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,736557
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/16/16 00:00:00,11/17/16 00:00:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,11880923
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/16/16 00:00:00,11/17/16 00:00:00,24
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/16/16 00:00:00,11/17/16 00:00:00,206158430208
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,3140862
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,47734
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/16/16 00:00:00,11/17/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,11881199
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,446361
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,44
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/16/16 00:00:00,11/17/16 00:00:00,400
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/16/16 00:00:00,11/17/16 00:00:00,8731053096
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/16/16 00:00:00,11/17/16 00:00:00,9423844728
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/16/16 00:00:00,11/17/16 00:00:00,29053943808
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/17/16 00:00:00,11/18/16 00:00:00,206158430208
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,12017072
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,220577
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,1491020
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,138787
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/17/16 00:00:00,11/18/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,677742
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,3305205
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/17/16 00:00:00,11/18/16 00:00:00,773094113280
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/17/16 00:00:00,11/18/16 00:00:00,48
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/17/16 00:00:00,11/18/16 00:00:00,24
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/17/16 00:00:00,11/18/16 00:00:00,16039
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,1113604
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/17/16 00:00:00,11/18/16 00:00:00,24
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/17/16 00:00:00,11/18/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/17/16 00:00:00,11/18/16 00:00:00,24
AmazonEC2,PublicIP-In,USW2-APS1-AWS-In-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,40
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,93654
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,44
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/17/16 00:00:00,11/18/16 00:00:00,231928233984
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,12015453
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,3305273
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/17/16 00:00:00,11/18/16 00:00:00,0
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,220577
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,2382941
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/17/16 00:00:00,11/18/16 00:00:00,840
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/17/16 00:00:00,11/18/16 00:00:00,9423844728
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/17/16 00:00:00,11/18/16 00:00:00,29053943808
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/17/16 00:00:00,11/18/16 00:00:00,8731053096
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,104073
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/18/16 00:00:00,11/19/16 00:00:00,18786
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,2376702
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,452517
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/18/16 00:00:00,11/19/16 00:00:00,231928233984
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,88514
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,11889648
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,3146676
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,11879589
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/18/16 00:00:00,11/19/16 00:00:00,24
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/18/16 00:00:00,11/19/16 00:00:00,0
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/18/16 00:00:00,11/19/16 00:00:00,24
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/18/16 00:00:00,11/19/16 00:00:00,24
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/18/16 00:00:00,11/19/16 00:00:00,206158430208
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/18/16 00:00:00,11/19/16 00:00:00,48
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/18/16 00:00:00,11/19/16 00:00:00,24
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/18/16 00:00:00,11/19/16 00:00:00,24
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,5309730
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,3144252
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,120
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/18/16 00:00:00,11/19/16 00:00:00,773094113280
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,104073
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,323208
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,189166
AmazonEC2,LoadBalancing-PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,2116
AmazonEC2,LoadBalancing-PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/18/16 00:00:00,11/19/16 00:00:00,764
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/18/16 00:00:00,11/19/16 00:00:00,8731053096
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/18/16 00:00:00,11/19/16 00:00:00,29053943808
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/18/16 00:00:00,11/19/16 00:00:00,9423844728
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/19/16 00:00:00,11/20/16 00:00:00,24
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/19/16 00:00:00,11/20/16 00:00:00,206158430208
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,447246
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,11858349
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,319910
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,3100025
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/19/16 00:00:00,11/20/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,84356
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,84356
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/19/16 00:00:00,11/20/16 00:00:00,14542
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,11864386
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,697844
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,320
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/19/16 00:00:00,11/20/16 00:00:00,773094113280
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,323945
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,62067
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/19/16 00:00:00,11/20/16 00:00:00,231928233984
